Area,Address,Horizontal,Road_width,Type_of_house,Price
98.0,12,4.435066261134082,6.0,1,8.3
68.0,104,4.435066261134082,8.0,2,12.0
20.0,69,3.3,20.0,1,8.5
180.0,1,6.0,6.0,2,23.5
63.0,197,4.1,5.0,2,7.5
100.0,1,7.0,25.0,1,63.0
92.0,143,5.8,8.0,1,38.0
66.0,127,4.435066261134082,3.0,2,7.5
98.0,12,4.435066261134082,6.0,1,8.3
68.0,104,4.435066261134082,8.0,2,12.0
20.0,69,3.3,20.0,1,8.5
180.0,1,6.0,6.0,2,23.5
56.0,62,6.0,1.5,2,4.969
39.0,335,4.0,5.0,1,4.8
42.0,335,4.0,5.0,2,4.75
42.0,336,4.0,5.0,2,4.7
41.0,335,4.0,5.0,2,4.8
35.0,337,5.0,5.0,2,3.0
57.0,68,4.435066261134082,5.0,2,5.2
196.0,12,9.0,20.0,1,48.0
64.0,340,3.7,5.0,2,7.3
40.0,2,4.0,3.0,2,7.0
103.0,64,7.0,10.0,2,28.0
38.0,197,3.7,3.0,2,3.3
217.0,4,10.0,24.0,3,42.5
35.0,71,4.435066261134082,3.5,2,2.85
50.0,224,4.435066261134082,10.0,3,6.0
65.0,236,4.435066261134082,10.0,2,14.2
58.0,22,4.0,3.5,2,10.1
36.0,140,4.5,10.0,2,7.8
42.0,1,4.0,5.0,2,9.0
135.0,18,4.435066261134082,2.0,2,14.0
91.0,12,6.0,24.0,1,42.0
50.0,4,3.5,2.5,2,3.95
40.0,133,7.0,8.0,2,8.5
67.0,89,4.435066261134082,3.0,2,11.0
75.0,292,6.0,5.0,1,14.0
150.0,2,20.0,25.0,1,55.0
200.0,2,40.0,25.0,1,34.0
130.0,2,6.0,10.0,1,30.0
60.0,53,5.0,10.0,1,14.0
130.0,32,5.0,25.0,1,14.0
150.0,2,10.0,10.0,1,53.0
200.0,32,10.0,25.0,1,80.0
110.0,292,5.0,10.0,1,12.0
300.0,32,10.0,25.0,1,65.0
70.0,1,5.0,10.0,1,11.0
150.0,356,10.0,25.0,1,110.0
300.0,32,14.0,25.0,1,90.0
200.0,32,10.0,10.0,3,30.0
170.0,142,8.0,40.0,1,65.0
60.0,267,5.0,40.0,1,9.0
60.0,142,4.0,25.0,1,15.0
40.0,340,4.0,40.0,1,12.5
100.0,340,7.5,40.0,1,23.5
50.0,142,4.0,40.0,1,9.5
180.0,142,5.0,40.0,1,45.0
100.0,142,7.5,7.0,1,19.0
45.0,363,4.0,3.0,2,3.8
80.0,267,6.0,20.0,2,13.0
60.0,292,4.5,5.0,2,9.0
70.0,142,4.5,5.0,2,8.0
65.0,366,5.0,5.0,2,7.5
60.0,292,5.0,5.0,2,7.5
60.0,292,4.5,5.0,2,9.0
70.0,142,4.5,5.0,2,8.0
65.0,366,5.0,5.0,2,7.5
60.0,292,5.0,5.0,2,7.5
65.0,340,4.5,3.0,2,4.8
75.0,142,4.435066261134082,3.0,2,10.5
65.0,142,6.0,5.0,2,9.5
75.0,267,5.0,3.0,2,4.5
35.0,142,4.0,5.0,2,4.2
180.0,142,8.0,3.0,2,16.0
110.0,142,5.0,5.0,2,13.0
110.0,142,5.0,5.0,2,9.8
70.0,142,5.0,5.0,2,12.0
80.0,142,4.2,4.0,2,10.0
80.0,267,5.0,4.0,2,5.8
135.0,142,7.0,2.0,2,8.0
65.0,142,4.0,5.0,2,6.5
50.0,7,4.0,10.0,2,6.0
45.0,142,4.0,3.0,2,3.9
75.0,372,4.5,30.0,1,6.5
59.0,4,4.435066261134082,2.5,2,8.2
35.0,262,3.6,2.5,2,2.7
50.0,4,4.435066261134082,4.0,2,5.4
45.0,1,4.0,5.0,2,6.7
95.0,197,8.0,30.0,1,32.0
55.0,64,4.435066261134082,5.0,2,7.0
35.0,65,4.435066261134082,3.0,2,2.8
60.0,7,4.435066261134082,15.0,1,28.9
45.0,22,5.3,70.0,1,13.5
65.0,190,5.0,10.0,1,16.3
80.0,278,6.0,15.0,2,20.0
137.0,2,11.0,30.0,1,49.0
30.0,380,4.435066261134082,3.0,2,1.17
32.0,380,4.435066261134082,5.0,2,1.2
50.0,380,4.435066261134082,10.0,1,2.0
50.0,380,4.435066261134082,10.0,1,2.0
33.0,380,4.435066261134082,3.0,2,1.28
33.0,380,4.435066261134082,3.0,2,1.25
33.0,380,4.435066261134082,3.0,2,1.17
40.0,92,3.5,3.0,2,4.4
174.0,18,14.0,2.0,2,13.4
80.0,1,4.435066261134082,50.0,1,14.8
41.0,4,3.7,2.5,2,6.998
46.0,3,9.0,3.5,2,7.199
155.0,7,4.0,2.5,2,10.9
51.0,4,6.0,2.0,2,7.7
66.0,42,4.5,3.0,2,7.05
36.0,44,4.1,5.0,2,6.5
25.0,92,4.2,30.0,1,12.5
38.0,1,4.435066261134082,4.0,2,5.8
60.0,1,4.435066261134082,8.0,1,20.0
90.0,7,4.435066261134082,8.0,1,39.0
40.0,130,4.435066261134082,3.0,2,4.38
35.0,12,4.435066261134082,3.0,2,3.32
37.0,197,4.435066261134082,4.0,3,3.65
38.0,140,4.435066261134082,3.0,2,3.67
65.0,4,4.435066261134082,4.0,2,9.8
56.0,1,4.0,6.0,2,20.8
291.0,1,8.0,30.0,1,168.0
150.0,127,5.5,20.0,1,35.0
70.0,12,6.0,30.0,1,49.5
45.0,2,5.0,4.0,2,7.4
40.0,4,4.435066261134082,4.0,2,4.6
39.0,140,4.435066261134082,5.0,2,6.5
35.0,190,4.435066261134082,3.0,2,3.4
39.0,130,4.435066261134082,3.0,2,6.3
27.0,71,4.0,2.5,2,1.3
45.0,1,4.75,4.0,2,5.55
33.0,71,4.0,3.0,2,1.75
54.0,160,4.8,4.0,2,6.7
38.0,12,4.435066261134082,3.0,2,3.75
23.0,71,3.5,3.0,2,1.8
42.0,99,4.435066261134082,3.5,2,5.5
70.0,53,5.3,4.0,2,25.5
56.0,142,4.5,6.0,2,6.4
86.0,1,5.6,30.0,1,56.0
90.0,197,9.0,21.0,1,30.0
33.0,60,3.5,3.0,2,3.3
65.0,4,4.5,3.5,2,11.6
79.0,142,6.0,6.0,2,15.5
302.0,18,10.0,4.0,2,15.0
42.0,264,4.3,4.0,2,4.6
52.0,252,4.6,3.0,2,6.85
40.0,405,4.0,2.0,2,2.7
37.0,58,4.0,2.0,2,2.8
40.0,232,3.6,5.0,2,7.5
70.0,63,4.5,5.0,1,13.0
40.0,1,4.0,6.0,1,9.2
68.0,224,4.435066261134082,12.0,1,12.9
550.0,142,40.0,18.0,1,60.0
35.0,252,3.3,2.5,2,4.98
76.0,232,4.0,5.0,2,15.2
70.0,69,4.0,5.0,2,9.99
70.0,142,4.435066261134082,3.0,2,10.5
67.0,32,5.0,10.0,2,7.1
110.0,1,6.3,7.0,2,23.9
57.0,142,3.8,6.0,2,6.7
46.0,2,4.435066261134082,3.0,2,5.15
45.0,1,4.435066261134082,3.0,2,5.1
70.0,155,5.0,12.0,1,12.8
30.0,133,4.435066261134082,6.0,2,4.69
55.0,53,5.6,25.0,1,24.0
70.0,32,10.0,5.0,2,15.0
34.0,4,4.435066261134082,3.0,2,3.05
90.0,59,7.0,5.0,2,15.5
65.0,2,4.1,9.0,1,12.9
34.0,160,3.7,4.0,2,4.1
62.0,89,4.435066261134082,12.0,2,16.0
436.0,150,12.0,30.0,1,180.0
160.0,32,6.0,20.0,1,106.0
300.0,2,20.0,10.0,1,64.0
90.0,22,9.0,20.0,1,41.0
90.0,12,7.0,20.0,1,57.0
88.0,147,6.0,15.0,1,81.5
34.0,63,4.435066261134082,4.0,2,4.2
52.0,12,4.0,3.0,2,6.3
65.0,160,4.8,6.0,2,11.5
40.0,160,5.0,4.0,2,5.75
37.0,63,3.0,3.0,2,5.25
45.0,48,5.0,7.0,2,12.4
33.0,142,4.2,3.0,2,2.3
225.0,53,8.0,10.0,1,144.0
52.0,133,8.0,3.0,2,7.2
80.0,4,4.435066261134082,3.0,1,15.5
42.0,65,4.435066261134082,3.0,2,4.2
49.0,61,4.0,4.0,2,5.4
50.0,61,4.0,4.0,2,5.4
124.0,142,7.0,40.0,1,38.0
60.0,147,8.0,3.0,1,16.9
75.0,61,4.0,5.0,1,12.5
60.0,62,5.0,8.0,1,12.5
75.0,61,4.0,5.0,1,12.5
60.0,62,5.0,8.0,1,12.5
60.0,61,4.0,5.0,2,7.9
46.0,61,4.0,4.0,2,4.7
76.0,62,5.0,10.0,2,7.8
40.0,62,4.0,8.0,2,8.68
50.0,61,4.0,4.0,2,5.4
87.0,22,6.5,20.0,1,19.0
188.0,32,4.435066261134082,10.0,1,67.0
50.0,197,4.435066261134082,5.0,2,4.0
63.0,64,4.0,4.0,2,6.5
41.0,22,5.0,2.2,2,5.9
42.0,97,4.5,2.2,2,5.8
31.0,104,4.435066261134082,2.3,2,4.5
65.0,64,5.0,4.0,2,6.5
70.0,61,5.0,4.0,2,6.5
180.0,163,11.0,5.0,1,40.0
68.0,104,6.0,5.0,1,41.0
50.0,197,4.435066261134082,5.0,2,4.1
48.0,92,5.0,6.0,1,9.8
67.0,60,4.435066261134082,5.0,3,7.7
45.0,104,3.9,6.0,1,7.3
83.0,104,5.0,30.0,1,62.0
40.0,142,5.2,40.0,1,18.5
110.0,48,8.0,10.0,2,2.1
53.0,90,3.5,3.0,2,10.4
30.0,147,4.0,6.0,1,12.0
47.0,140,4.0,5.0,2,5.85
34.0,262,4.5,2.8,2,3.1
37.0,442,3.9,2.5,2,2.8
40.0,442,3.8,2.5,2,2.5
43.0,32,4.435066261134082,2.0,2,6.3
41.0,140,4.435066261134082,9.0,1,5.79
50.0,309,4.435066261134082,5.0,2,6.5
50.0,133,4.435066261134082,3.0,2,9.5
33.0,262,4.435066261134082,2.5,2,4.0
50.0,140,5.0,3.0,2,6.6
45.0,44,4.0,3.0,2,6.25
100.0,340,4.435066261134082,8.0,1,8.5
32.0,142,5.0,3.0,2,3.2
33.0,58,5.0,5.0,2,5.0
40.0,4,4.435066261134082,3.0,2,2.1
30.0,140,3.5,5.0,2,4.055
32.0,90,2.7,2.6,2,5.9
35.0,4,4.435066261134082,3.0,2,2.6
35.0,449,4.435066261134082,20.0,2,3.65
40.0,59,4.0,20.0,2,7.5
28.0,147,4.6,22.0,1,18.0
62.0,1,4.435066261134082,4.3,2,12.9
71.0,1,4.435066261134082,14.0,2,9.95
34.0,90,5.0,2.0,2,6.08
62.0,2,4.5,5.0,1,15.4
47.0,53,5.5,5.0,2,9.5
71.0,58,6.0,20.0,2,15.0
42.0,62,4.6,3.0,2,4.4
34.0,59,4.0,4.0,2,4.2
78.0,69,7.0,15.0,1,46.0
95.0,197,8.0,50.0,1,32.0
34.0,140,4.435066261134082,6.0,1,3.9
83.0,454,6.0,12.0,1,27.8
401.0,130,16.0,18.0,1,220.0
35.0,53,4.435066261134082,3.0,2,5.1
118.0,456,6.0,15.0,1,74.0
60.0,97,9.6,40.0,1,21.5
50.0,2,4.0,15.0,1,25.0
50.0,64,4.3,8.0,1,9.5
51.0,92,4.435066261134082,4.0,1,17.8
53.0,94,4.435066261134082,4.0,1,15.5
99.0,125,6.6,25.0,1,65.0
50.0,61,4.5,12.0,1,12.0
110.0,63,5.3,15.0,1,30.0
180.0,111,6.0,30.0,1,55.0
35.0,53,4.435066261134082,2.0,2,1.7
55.0,140,4.435066261134082,5.0,2,9.2
46.0,2,4.435066261134082,5.0,2,5.75
42.0,337,4.2,2.2,2,3.5
95.0,197,8.0,35.0,1,32.0
105.0,2,5.1,2.0,2,19.2
55.0,292,5.0,4.0,2,3.5
50.0,267,4.3,5.0,2,4.5
44.0,264,4.5,3.0,1,4.68
20.0,252,4.435066261134082,3.0,2,1.32
62.0,130,12.0,9.0,2,11.2
60.0,53,4.5,4.0,1,11.9
85.0,1,5.2,8.0,1,28.0
75.0,60,5.0,20.0,1,16.0
45.0,32,4.5,3.0,2,5.0
48.0,2,5.0,5.0,2,13.1
59.0,1,4.5,6.0,2,13.7
80.0,133,4.435066261134082,30.0,1,27.0
175.0,155,4.435066261134082,15.0,1,53.0
90.0,1,6.0,4.0,1,61.0
168.0,7,4.435066261134082,35.0,1,59.9
168.0,1,4.435066261134082,40.0,1,61.0
40.0,1,4.0,5.0,1,17.8
250.0,472,4.435066261134082,40.0,1,34.0
90.0,1,6.2,15.0,1,25.7
145.0,1,4.435066261134082,50.0,1,60.5
160.0,7,4.435066261134082,30.0,1,59.7
91.0,3,6.2,20.0,1,25.7
240.0,1,4.435066261134082,40.0,1,115.0
140.0,190,4.435066261134082,25.0,1,48.9
162.0,1,4.435066261134082,25.0,1,60.5
175.0,7,4.435066261134082,20.0,1,52.8
162.0,7,4.435066261134082,20.0,1,50.4
120.0,130,4.435066261134082,50.0,1,48.0
139.0,1,4.435066261134082,30.0,1,58.3
116.0,2,4.435066261134082,40.0,1,54.8
250.0,1,10.2,50.0,1,200.0
142.0,1,4.435066261134082,30.0,1,57.9
65.0,1,5.8,12.0,1,10.9
45.0,1,5.0,6.0,1,11.3
70.0,1,4.0,10.0,2,15.99
80.0,1,5.6,15.0,1,18.8
210.0,114,10.0,10.0,1,73.0
60.0,61,4.435066261134082,7.0,1,10.5
65.0,1,5.8,12.0,1,10.9
65.0,1,6.8,10.0,2,15.2
52.0,1,5.0,8.0,1,11.3
42.0,1,4.0,3.5,2,6.6
90.0,1,5.0,15.0,1,31.5
120.0,1,7.0,20.0,1,68.0
40.0,22,4.5,20.0,1,15.0
70.0,1,5.2,15.0,1,25.0
50.0,2,5.0,10.0,1,9.5
75.0,7,7.0,26.0,1,32.0
100.0,1,5.5,15.0,1,22.8
35.0,44,4.6,5.0,1,8.2
60.0,7,4.0,20.0,1,22.0
240.0,48,7.0,30.0,1,88.0
35.0,48,4.0,8.0,2,4.5
85.0,1,5.0,20.0,2,30.0
40.0,130,4.0,3.0,2,4.3
62.0,58,4.435066261134082,4.0,2,8.3
385.0,92,10.0,30.0,1,195.0
65.0,1,6.0,4.0,1,31.5
32.0,140,3.5,4.0,2,2.95
100.0,142,5.0,8.0,1,13.9
110.0,53,4.435066261134082,6.0,1,28.0
300.0,1,8.0,50.0,1,170.0
39.0,222,4.435066261134082,2.0,2,3.75
41.0,491,4.435066261134082,2.5,2,3.5
38.0,222,4.435066261134082,3.0,2,4.1
53.0,236,4.435066261134082,4.0,2,5.3
35.0,236,4.435066261134082,3.0,2,3.15
39.0,309,4.435066261134082,2.2,2,3.9
36.0,309,4.435066261134082,3.0,2,4.1
40.0,309,4.435066261134082,2.2,2,3.8
45.0,309,4.435066261134082,3.0,2,4.25
53.0,62,4.435066261134082,4.0,2,5.0
45.0,62,4.435066261134082,3.0,2,4.85
45.0,309,4.435066261134082,2.2,2,3.65
53.0,62,4.435066261134082,2.2,2,3.5
45.0,405,4.435066261134082,3.0,2,3.55
45.0,61,4.435066261134082,4.0,2,5.5
42.0,62,4.435066261134082,2.0,2,3.85
38.0,309,4.435066261134082,2.0,2,3.65
53.0,62,4.435066261134082,2.2,2,4.58
35.0,222,4.435066261134082,2.0,2,3.45
45.0,309,4.435066261134082,3.0,2,4.25
40.0,104,4.0,2.5,2,4.2
62.0,499,4.0,3.0,2,6.4
42.0,130,4.0,3.0,2,6.65
40.0,22,4.0,3.0,2,5.3
55.0,12,6.0,2.5,2,5.3
45.0,130,4.5,2.5,2,5.4
156.0,50,10.0,8.0,3,34.0
63.0,58,4.435066261134082,4.0,2,8.3
52.0,4,12.0,2.5,2,8.5
95.0,58,4.435066261134082,4.0,2,11.8
186.0,278,12.0,5.0,1,50.0
162.0,63,4.0,30.0,1,95.0
77.0,4,4.435066261134082,40.0,1,31.0
55.0,190,4.5,4.0,2,6.45
48.0,190,4.435066261134082,4.0,2,6.5
42.0,1,4.0,5.0,2,6.6
42.0,1,4.0,4.0,2,6.7
50.0,405,4.435066261134082,2.5,2,2.95
54.0,1,4.8,4.0,2,9.88
75.0,1,6.0,10.0,1,32.8
53.0,1,6.4,2.5,2,9.45
45.0,511,4.5,16.0,1,13.5
32.0,160,6.0,6.0,2,7.75
50.0,1,5.0,30.0,1,15.0
60.0,1,4.0,20.0,1,31.5
70.0,1,5.0,7.0,1,31.0
193.0,118,6.5,6.0,1,55.0
38.0,69,5.5,2.5,2,4.3
70.0,1,5.0,7.0,1,31.0
193.0,118,6.5,6.0,1,55.0
38.0,69,5.5,2.5,2,4.3
56.0,3,3.5,30.0,1,11.5
52.0,4,3.3,8.0,2,10.8
50.0,1,4.5,3.5,2,7.9
80.0,3,5.0,10.0,1,16.0
46.0,22,5.6,30.0,1,25.0
43.0,104,4.435066261134082,5.0,2,9.9
55.0,248,6.8,20.0,1,26.0
48.0,63,4.0,4.0,2,4.6
100.0,237,4.435066261134082,4.0,2,11.0
66.0,68,4.435066261134082,4.0,1,12.3
64.0,58,4.435066261134082,4.0,2,10.3
33.0,89,4.435066261134082,4.0,2,6.3
36.0,60,4.0,3.0,2,3.95
70.0,1,5.0,20.0,1,31.5
145.0,155,4.435066261134082,3.0,2,9.5
63.0,99,4.435066261134082,4.4,2,7.5
44.0,62,3.6,2.0,2,3.3
55.0,518,4.435066261134082,4.0,2,12.0
65.0,3,5.6,10.0,1,12.0
32.0,197,36.0,4.0,2,3.3
90.0,1,7.0,10.0,1,10.8
230.0,53,8.0,8.0,1,145.0
46.0,2,4.435066261134082,2.0,2,5.6
45.0,7,4.435066261134082,2.0,2,5.6
32.0,2,4.435066261134082,5.0,2,6.0
70.0,190,4.435066261134082,5.0,2,9.0
36.0,104,4.435066261134082,5.0,2,4.8
82.0,130,4.5,3.0,2,7.1
75.0,69,4.435066261134082,4.0,1,12.6
40.0,309,4.2,3.0,2,7.3
65.0,405,4.5,3.0,2,8.6
83.0,84,4.435066261134082,4.0,2,11.2
37.0,130,3.8,6.0,2,6.85
68.0,84,4.435066261134082,4.0,2,9.3
30.0,236,3.5,2.0,2,2.98
35.0,71,3.5,3.0,2,2.95
40.0,61,4.0,3.0,2,3.42
37.0,113,6.6,2.7,2,5.66
35.0,160,5.0,8.0,2,7.5
36.0,87,3.5,5.0,2,7.35
45.0,92,4.435066261134082,2.0,2,4.2
45.0,127,4.435066261134082,2.0,2,4.2
63.0,84,4.435066261134082,6.0,2,8.2
80.0,120,4.5,5.0,1,15.0
38.0,22,5.4,10.0,1,9.2
47.0,114,4.2,3.0,1,11.5
84.0,22,7.0,15.0,1,28.5
45.0,113,5.1,20.0,1,17.0
52.0,147,8.3,1.0,1,15.0
54.0,99,4.8,15.0,2,14.5
33.0,169,4.0,10.0,1,7.3
230.0,69,8.3,30.0,1,145.0
70.0,155,5.0,15.0,1,13.0
65.0,133,5.5,2.5,2,7.2
30.0,62,3.0,8.0,1,4.6
22.0,543,4.5,9.0,1,5.9
50.0,68,4.5,8.0,1,13.4
95.0,248,4.435066261134082,15.0,1,22.0
30.0,205,4.435066261134082,12.0,1,13.2
45.0,12,4.435066261134082,2.0,2,4.6
43.0,22,4.5,3.0,2,7.0
55.0,58,4.435066261134082,6.0,1,8.5
28.0,104,4.435066261134082,3.0,2,2.75
45.0,89,4.5,4.0,2,4.95
30.0,337,4.0,2.6,2,3.3
35.0,49,4.435066261134082,4.0,2,4.1
42.0,278,4.0,4.0,2,7.6
64.0,518,6.0,5.0,2,8.2
39.0,97,3.8,2.0,2,4.2
40.0,1,4.435066261134082,5.0,2,5.4
36.0,264,3.1,4.0,2,4.5
70.0,18,5.0,5.0,2,7.0
50.0,267,4.5,12.0,1,13.8
40.0,1,4.435066261134082,5.0,2,6.7
70.0,133,4.2,6.0,1,11.0
50.0,143,4.435066261134082,7.0,2,1.5
40.0,163,4.435066261134082,9.0,1,10.5
46.0,59,4.5,5.0,2,7.6
40.0,2,4.435066261134082,3.0,2,5.75
48.0,92,4.435066261134082,3.0,2,3.9
60.0,12,5.0,6.0,1,10.8
60.0,4,4.2,2.5,2,9.0
45.0,59,6.1,4.0,2,8.6
82.0,69,5.5,30.0,1,36.0
286.0,4,30.0,40.0,3,110.0
55.0,4,4.435066261134082,8.0,1,13.5
45.0,65,4.435066261134082,3.0,2,3.28
38.0,197,4.435066261134082,46.0,1,6.5
37.0,130,3.5,3.0,2,4.49
35.0,140,4.0,4.0,2,6.0
38.0,140,35.0,7.0,2,6.5
38.0,4,4.0,3.0,2,2.85
30.0,58,3.5,4.0,2,4.0
30.0,58,4.0,2.0,2,3.0
57.0,264,5.7,3.0,2,6.4
45.0,160,4.435066261134082,4.5,2,6.5
223.0,22,8.0,20.0,3,55.0
180.0,92,11.0,20.0,1,123.0
38.0,89,4.435066261134082,3.0,2,4.05
64.0,197,8.4,3.5,2,6.6
41.0,1,5.0,20.0,1,15.5
75.0,130,6.2,8.0,3,13.25
48.0,140,3.7,4.0,2,4.95
38.0,3,3.5,2.5,2,3.7
20.0,1,4.0,3.0,2,2.7
50.0,147,4.0,8.0,2,6.6
31.0,7,3.5,2.5,2,4.15
32.0,260,3.7,3.0,2,2.8
53.0,65,3.6,3.0,2,5.0
80.0,65,4.435066261134082,10.0,1,19.0
60.0,64,7.0,8.0,1,15.5
80.0,104,5.0,4.0,1,14.5
47.0,60,4.3,2.5,2,6.5
56.0,1,4.3,5.0,2,6.85
36.0,60,3.6,2.0,2,3.3
41.0,140,3.3,3.0,2,5.55
35.0,259,4.0,5.0,2,5.6
52.0,197,4.0,6.0,2,8.0
40.0,197,4.0,3.0,2,5.0
35.0,36,5.0,4.0,2,6.0
39.0,259,4.0,5.0,2,5.0
22.0,150,4.435066261134082,20.0,2,16.8
44.0,48,4.0,3.0,2,6.0
38.0,58,3.8,2.3,2,3.4
97.0,1,19.0,12.0,1,30.0
45.0,22,4.435066261134082,5.0,2,4.3
58.0,140,4.435066261134082,16.0,1,11.5
59.0,142,4.5,6.0,2,9.0
40.0,142,4.0,4.0,2,7.15
45.0,61,3.6,4.0,2,6.2
45.0,61,3.6,4.0,2,6.6
46.0,58,4.0,4.0,2,6.0
46.0,18,5.0,3.0,2,4.6
291.0,1,8.0,30.0,1,170.0
50.0,260,4.0,12.0,1,7.55
460.0,147,12.0,30.0,1,180.0
38.0,53,4.7,3.0,2,8.6
62.0,1,4.435066261134082,5.0,2,12.7
56.0,3,4.2,8.0,2,11.8
100.0,58,6.3,7.0,1,17.5
79.0,113,7.0,8.0,2,11.5
30.0,224,3.5,2.0,2,2.2
150.0,65,5.0,10.0,1,13.5
40.0,160,4.435066261134082,3.0,2,6.4
90.0,104,90.0,21.0,1,21.5
50.0,147,4.0,4.0,2,7.6
81.0,48,401.0,15.0,1,23.0
37.0,4,3.6,4.0,2,6.5
38.0,22,4.0,2.0,2,6.95
83.0,63,4.435066261134082,5.0,2,13.9
39.0,1,4.7,5.0,2,9.3
70.0,252,6.0,5.0,1,14.8
100.0,155,4.435066261134082,12.0,1,21.5
55.0,224,4.435066261134082,8.0,1,13.7
40.0,260,4.6,3.0,2,3.99
64.0,197,4.435066261134082,30.0,1,15.0
133.0,32,8.0,10.0,1,75.0
30.0,197,3.0,7.0,1,5.85
52.0,197,3.6,7.0,2,8.4
60.0,1,4.6,20.0,1,14.5
71.0,114,4.2,20.0,1,19.5
34.0,252,3.4,2.5,2,4.5
51.0,22,3.6,20.0,1,13.8
40.0,61,5.7,3.0,2,5.25
50.0,61,5.0,4.0,2,5.85
50.0,185,4.435066261134082,6.0,1,8.1
80.0,113,5.5,10.0,1,13.9
300.0,591,4.435066261134082,8.0,1,99.0
35.0,278,7.0,6.0,2,6.7
50.0,48,6.5,15.0,1,13.9
45.0,140,4.0,3.0,2,2.0
51.0,61,3.6,4.0,2,7.7
65.0,1,4.435066261134082,5.0,2,11.0
55.0,1,4.435066261134082,8.0,2,10.5
55.0,7,5.0,4.5,2,10.3
75.0,1,6.0,8.0,2,11.9
75.0,190,4.435066261134082,4.0,2,9.7
116.0,155,4.435066261134082,10.0,1,14.2
58.0,33,4.0,8.0,2,11.68
43.0,48,4.3,3.0,2,6.0
50.0,1,4.435066261134082,5.0,2,9.2
38.0,104,4.435066261134082,2.5,2,4.3
169.0,147,4.2,30.0,1,105.0
52.0,292,4.435066261134082,5.0,2,9.5
35.0,104,4.435066261134082,5.0,2,8.3
33.0,69,3.5,3.5,2,4.3
59.0,63,4.0,3.0,2,5.5
30.0,58,3.8,4.0,2,4.5
70.0,267,4.435066261134082,10.0,1,9.8
41.0,60,4.0,2.0,2,5.45
34.0,65,3.5,2.0,2,3.95
52.0,197,4.2,2.5,2,3.95
100.0,89,5.0,12.0,1,25.0
60.0,1,5.0,8.0,1,17.0
71.0,264,4.435066261134082,5.0,2,9.5
80.0,335,5.5,4.0,1,12.6
34.0,4,4.435066261134082,5.0,2,3.5
45.0,197,4.435066261134082,5.0,2,6.7
44.0,71,4.435066261134082,3.3,2,4.2
39.0,59,5.0,2.0,2,4.35
50.0,127,4.5,3.0,2,5.0
105.0,278,4.435066261134082,6.0,1,33.5
32.0,62,4.435066261134082,2.5,2,3.8
42.0,32,5.0,3.0,2,6.3
30.0,64,4.435066261134082,2.0,3,3.8
36.0,236,5.0,3.0,2,3.5
124.0,18,8.0,3.0,2,15.5
45.0,71,4.435066261134082,3.0,2,2.25
117.0,53,8.4,15.0,1,130.0
30.0,63,3.0,2.0,2,2.79
41.0,114,6.5,3.0,2,6.9
30.0,165,9.0,40.0,1,9.3
30.0,12,9.0,40.0,1,9.3
38.0,340,5.0,6.0,2,3.65
38.0,340,5.0,6.0,2,3.65
150.0,205,8.0,13.0,1,130.0
101.0,4,5.5,5.0,3,17.5
70.0,1,5.0,6.0,2,23.5
59.0,130,4.0,3.0,2,5.1
48.0,160,4.0,4.0,2,6.5
50.0,120,3.5,3.5,2,9.3
35.0,140,6.0,3.0,2,2.83
50.0,90,0.0,15.0,2,13.9
34.0,259,3.7,3.0,2,4.45
80.0,97,5.5,6.0,2,13.8
72.0,63,4.435066261134082,40.0,1,15.0
150.0,36,4.435066261134082,3.0,1,17.0
85.0,140,4.435066261134082,5.0,1,12.5
125.0,36,7.0,3.0,1,17.0
52.0,140,4.5,12.0,1,10.0
34.0,260,3.4,3.0,2,2.7
34.0,259,4.435066261134082,3.0,2,3.0
38.0,197,4.435066261134082,3.5,2,3.55
45.0,36,4.435066261134082,8.0,2,4.2
42.0,140,4.435066261134082,4.0,2,4.3
42.0,140,4.435066261134082,2.5,2,3.8
56.0,140,4.435066261134082,3.3,2,4.5
55.0,197,4.435066261134082,3.0,2,7.8
33.0,197,5.0,3.0,2,2.8
50.0,197,4.435066261134082,4.0,2,5.2
48.0,160,4.435066261134082,4.0,2,3.9
55.0,130,4.0,5.0,2,6.6
51.0,140,4.435066261134082,13.0,2,9.6
50.0,130,4.435066261134082,3.0,2,5.75
45.0,130,4.435066261134082,2.5,2,4.0
70.0,130,4.435066261134082,2.5,2,5.6
45.0,130,4.435066261134082,2.5,2,4.0
70.0,130,4.435066261134082,2.5,2,5.6
48.0,130,4.435066261134082,3.0,2,7.2
50.0,140,4.435066261134082,3.0,2,3.7
48.0,130,4.435066261134082,3.0,2,4.3
55.0,197,4.435066261134082,3.0,2,6.5
70.0,140,4.5,3.0,2,8.8
80.0,130,4.435066261134082,3.0,2,8.8
38.0,140,4.435066261134082,6.0,2,3.35
34.0,260,3.4,3.0,2,2.7
90.0,140,4.435066261134082,3.0,2,10.2
80.0,140,4.435066261134082,3.0,2,8.3
50.0,130,4.435066261134082,3.0,2,4.8
80.0,130,4.435066261134082,3.0,2,9.8
80.0,140,4.435066261134082,3.0,2,9.5
40.0,140,3.8,3.5,2,4.5
38.0,260,3.3,3.0,2,3.2
33.0,140,3.3,2.5,2,2.69
33.0,197,4.0,3.0,2,3.6
34.0,260,3.5,3.0,2,4.0
43.0,140,5.1,2.7,2,4.6
40.0,140,3.5,3.0,2,6.0
36.0,140,3.5,3.0,2,4.5
55.0,140,3.7,2.7,2,4.85
